2022.04.21 00:00,1.08496,1.08515,1.08408,1.08484,1895,0
2022.04.21 01:00,1.08507,1.08536,1.08453,1.08523,1383,0
2022.04.21 02:00,1.08523,1.08542,1.08470,1.08493,1200,0
2022.04.21 03:00,1.08497,1.08508,1.08313,1.08362,3148,0
2022.04.21 04:00,1.08362,1.08440,1.08347,1.08381,3012,0
2022.04.21 05:00,1.08381,1.08381,1.08244,1.08263,2084,0
2022.04.21 06:00,1.08263,1.08322,1.08239,1.08308,2160,0
2022.04.21 07:00,1.08308,1.08358,1.08292,1.08325,1899,0
2022.04.21 08:00,1.08325,1.08519,1.08320,1.08468,3083,0
2022.04.21 09:00,1.08468,1.09031,1.08461,1.09023,6677,0
2022.04.21 10:00,1.09024,1.09364,1.08882,1.09276,7639,0
2022.04.21 11:00,1.09276,1.09302,1.09112,1.09212,4991,0
2022.04.21 12:00,1.09213,1.09254,1.09077,1.09138,3850,0
2022.04.21 13:00,1.09138,1.09216,1.09000,1.09004,3831,0
2022.04.21 14:00,1.09005,1.09013,1.08748,1.08798,5235,0
2022.04.21 15:00,1.08801,1.08935,1.08757,1.08912,4416,0
2022.04.21 16:00,1.08912,1.08959,1.08709,1.08723,7263,0
2022.04.21 17:00,1.08722,1.08761,1.08411,1.08428,6877,0
2022.04.21 18:00,1.08428,1.08596,1.08370,1.08422,6873,0
2022.04.21 19:00,1.08422,1.08501,1.08333,1.08435,5013,0
2022.04.21 20:00,1.08436,1.08583,1.08371,1.08501,6231,0
2022.04.21 21:00,1.08501,1.08515,1.08376,1.08383,4682,0
2022.04.21 22:00,1.08384,1.08421,1.08307,1.08385,3764,0
2022.04.21 23:00,1.08385,1.08418,1.08299,1.08336,1825,0
2022.04.22 00:00,1.08368,1.08377,1.08318,1.08340,1115,0
2022.04.22 01:00,1.08337,1.08389,1.08316,1.08386,913,0
2022.04.22 02:00,1.08386,1.08395,1.08336,1.08347,1192,0
2022.04.22 03:00,1.08348,1.08427,1.08317,1.08371,2315,0
2022.04.22 04:00,1.08368,1.08466,1.08355,1.08408,3305,0
2022.04.22 05:00,1.08408,1.08442,1.08348,1.08402,2056,0
2022.04.22 06:00,1.08405,1.08419,1.08303,1.08414,2660,0
2022.04.22 07:00,1.08414,1.08508,1.08408,1.08458,2158,0
2022.04.22 08:00,1.08458,1.08518,1.08388,1.08460,2910,0
2022.04.22 09:00,1.08460,1.08519,1.08252,1.08265,5573,0
2022.04.22 10:00,1.08266,1.08289,1.08028,1.08064,7254,0
2022.04.22 11:00,1.08064,1.08117,1.07904,1.07978,5569,0
2022.04.22 12:00,1.07978,1.08086,1.07920,1.08054,4669,0
2022.04.22 13:00,1.08054,1.08156,1.07994,1.08156,3342,0
2022.04.22 14:00,1.08155,1.08253,1.08140,1.08213,3724,0
2022.04.22 15:00,1.08213,1.08235,1.08149,1.08191,4561,0
2022.04.22 16:00,1.08193,1.08450,1.08026,1.08062,8539,0
2022.04.22 17:00,1.08063,1.08172,1.07754,1.07763,8554,0
2022.04.22 18:00,1.07762,1.07924,1.07707,1.07890,7810,0
2022.04.22 19:00,1.07890,1.07921,1.07765,1.07789,3916,0
2022.04.22 20:00,1.07789,1.07947,1.07780,1.07876,2987,0
2022.04.22 21:00,1.07876,1.07950,1.07845,1.07860,3362,0
2022.04.22 22:00,1.07862,1.08001,1.07862,1.07933,4068,0
2022.04.22 23:00,1.07934,1.08011,1.07906,1.08009,1504,0
2022.04.25 00:00,1.08071,1.08093,1.07957,1.08037,694,0
2022.04.25 01:00,1.08043,1.08145,1.07957,1.08059,2470,0
2022.04.25 02:00,1.08059,1.08121,1.08041,1.08092,1770,0
2022.04.25 03:00,1.08092,1.08121,1.07996,1.08020,3306,0
2022.04.25 04:00,1.08020,1.08044,1.07835,1.07873,4438,0
2022.04.25 05:00,1.07874,1.07891,1.07772,1.07816,3496,0
2022.04.25 06:00,1.07818,1.07887,1.07804,1.07816,2005,0
2022.04.25 07:00,1.07816,1.07857,1.07719,1.07737,1858,0
2022.04.25 08:00,1.07737,1.07791,1.07685,1.07755,3080,0
2022.04.25 09:00,1.07755,1.07776,1.07065,1.07141,9768,0
2022.04.25 10:00,1.07142,1.07414,1.07137,1.07386,9939,0
2022.04.25 11:00,1.07385,1.07542,1.07336,1.07450,6295,0
2022.04.25 12:00,1.07450,1.07493,1.07298,1.07308,4662,0
2022.04.25 13:00,1.07308,1.07363,1.07192,1.07240,4552,0
2022.04.25 14:00,1.07241,1.07521,1.07197,1.07493,8102,0
2022.04.25 15:00,1.07493,1.07584,1.07323,1.07429,9091,0
2022.04.25 16:00,1.07429,1.07437,1.07157,1.07229,8851,0
2022.04.25 17:00,1.07229,1.07289,1.06969,1.07071,9480,0
2022.04.25 18:00,1.07070,1.07165,1.06990,1.07030,8158,0
